Name;Typ;Stadt;Land;Längengrad;Breitengrad;Quelle;Operator;Details
Parkplatz 329546369;Parkplatz;Trier;Deutschland;6.6705341;49.7617544;OpenStreetMap;;capacity: 14
Parkplatz 329546371;Parkplatz;Trier;Deutschland;6.6714991;49.7613446;OpenStreetMap;;capacity: 8
Parkplatz 329546372;Parkplatz;Trier;Deutschland;6.6722494;49.760959;OpenStreetMap;;capacity: 4
Parkplatz 329546374;Parkplatz;Trier;Deutschland;6.672855;49.7605689;OpenStreetMap;;capacity: 7
Parkplatz 329546375;Parkplatz;Trier;Deutschland;6.6733613;49.76025;OpenStreetMap;;capacity: 6
Parkplatz 329559525;Parkplatz;Trier;Deutschland;6.6606642;49.7603558;OpenStreetMap;;capacity: 3
Parkplatz 329656170;Parkplatz;Trier;Deutschland;6.642714;49.7544863;OpenStreetMap;;"capacity: 2; fee: yes; wheelchair: yes"
Parkplatz 329750957;Parkplatz;Trier;Deutschland;6.6768184;49.7705919;OpenStreetMap;;
Parkplatz 330038429;Parkplatz;Trier;Deutschland;6.6771891;49.759392;OpenStreetMap;;capacity: 4
Parkplatz 330038430;Parkplatz;Trier;Deutschland;6.6768801;49.7594317;OpenStreetMap;;capacity: 2
Parkplatz 330038431;Parkplatz;Trier;Deutschland;6.6777095;49.7593293;OpenStreetMap;;
Parkplatz 330403361;Parkplatz;Trier;Deutschland;6.6364428;49.7589885;OpenStreetMap;;
Parkplatz 330831644;Parkplatz;Trier;Deutschland;6.6490895;49.753055;OpenStreetMap;;"capacity: 7; fee: yes"
Parkplatz 333294925;Parkplatz;Trier;Deutschland;6.6294826;49.7407977;OpenStreetMap;;capacity: 6
Parkplatz 333294926;Parkplatz;Trier;Deutschland;6.6294482;49.7400373;OpenStreetMap;;capacity: 6
Parkplatz 333294927;Parkplatz;Trier;Deutschland;6.6294612;49.739688;OpenStreetMap;;capacity: 6
Parkplatz 333294928;Parkplatz;Trier;Deutschland;6.6294473;49.7404183;OpenStreetMap;;capacity: 6
Parkplatz 335757374;Parkplatz;Trier;Deutschland;6.6208237;49.7668411;OpenStreetMap;;fee: yes
Parkplatz 336108458;Parkplatz;Trier;Deutschland;6.62113;49.7538866;OpenStreetMap;;
Parkplatz 337055799;Parkplatz;Trier;Deutschland;6.6202215;49.7558865;OpenStreetMap;;
Parkplatz 338796505;Parkplatz;Trier;Deutschland;6.6382765;49.7619813;OpenStreetMap;;capacity: 8
Parkplatz 343375590;Parkplatz;Trier;Deutschland;6.6605651;49.7687523;OpenStreetMap;;
Parkplatz 344358429;Parkplatz;Trier;Deutschland;6.6593545;49.7337799;OpenStreetMap;;"fee: no; wheelchair: yes"
Parkplatz 347897632;Parkplatz;Trier;Deutschland;6.6700735;49.7711826;OpenStreetMap;;fee: no
Parkplatz 352848736;Parkplatz;Trier;Deutschland;6.6247024;49.7663913;OpenStreetMap;;fee: no
Parkplatz 363583226;Parkplatz;Trier;Deutschland;6.6324431;49.7528693;OpenStreetMap;;fee: yes
Parkplatz 364248759;Parkplatz;Trier;Deutschland;6.6469967;49.7633872;OpenStreetMap;;fee: no
Parkplatz 365200910;Parkplatz;Trier;Deutschland;6.6492386;49.7642905;OpenStreetMap;;
Parkplatz 379733033;Parkplatz;Trier;Deutschland;6.6463756;49.7625324;OpenStreetMap;;fee: no
Parkplatz 380422313;Parkplatz;Trier;Deutschland;6.6405769;49.751402;OpenStreetMap;;
Parkplatz 386314606;Parkplatz;Trier;Deutschland;6.6614249;49.7703553;OpenStreetMap;;
Parkplatz 386314607;Parkplatz;Trier;Deutschland;6.6620097;49.7706359;OpenStreetMap;;
Parkplatz Spitzmühle;Parkplatz;Trier;Deutschland;6.6440376;49.7462903;OpenStreetMap;;fee: yes
Parkplatz 388719250;Parkplatz;Trier;Deutschland;6.6197126;49.7434852;OpenStreetMap;;
Parkplatz 389892698;Parkplatz;Trier;Deutschland;6.6587778;49.7646208;OpenStreetMap;;
Parkplatz 390111816;Parkplatz;Trier;Deutschland;6.6569361;49.7300452;OpenStreetMap;;fee: no
Parkplatz 396347960;Parkplatz;Trier;Deutschland;6.6288268;49.742219;OpenStreetMap;;
Parkplatz 399777575;Parkplatz;Trier;Deutschland;6.6337584;49.7501285;OpenStreetMap;;"capacity: 6; fee: no"
Parkplatz 399777577;Parkplatz;Trier;Deutschland;6.6336968;49.7500265;OpenStreetMap;;"capacity: 13; fee: no"
Parkplatz 401011558;Parkplatz;Trier;Deutschland;6.6392512;49.759859;OpenStreetMap;;
Parkplatz 401011559;Parkplatz;Trier;Deutschland;6.6400575;49.7599473;OpenStreetMap;;
Parkplatz 401146584;Parkplatz;Trier;Deutschland;6.6307961;49.7541274;OpenStreetMap;;capacity: 3
Parkplatz 401620601;Parkplatz;Trier;Deutschland;6.660373;49.7704815;OpenStreetMap;;capacity: 13
Parkplatz 401623325;Parkplatz;Trier;Deutschland;6.6649924;49.7719161;OpenStreetMap;;fee: no
Parkplatz 403827239;Parkplatz;Trier;Deutschland;6.6221673;49.7510268;OpenStreetMap;;wheelchair: yes
Parkplatz 404645338;Parkplatz;Trier;Deutschland;6.6783835;49.7501314;OpenStreetMap;;fee: no
Parkplatz 407676905;Parkplatz;Trier;Deutschland;6.65172;49.7525572;OpenStreetMap;;
Parkplatz 407676907;Parkplatz;Trier;Deutschland;6.6567958;49.7570534;OpenStreetMap;;capacity: 11
Parkplatz 407676908;Parkplatz;Trier;Deutschland;6.6573414;49.7573152;OpenStreetMap;;capacity: 23
Parkplatz 411261469;Parkplatz;Trier;Deutschland;6.6393894;49.7483197;OpenStreetMap;;"fee: yes; wheelchair: yes"
Parkplatz 418247668;Parkplatz;Trier;Deutschland;6.6488069;49.7532243;OpenStreetMap;;"capacity: 5; fee: yes"
Parkplatz 418247669;Parkplatz;Trier;Deutschland;6.6487367;49.7531504;OpenStreetMap;;"capacity: 5; fee: yes"
Gästehaus BKT;Parkplatz;Trier;Deutschland;6.6376446;49.7627772;OpenStreetMap;;
Parkplatz 424545791;Parkplatz;Trier;Deutschland;6.6456621;49.7556139;OpenStreetMap;;capacity: 10
Parkplatz 452267076;Parkplatz;Trier;Deutschland;6.6449143;49.7582304;OpenStreetMap;;
Parkplatz 452276328;Parkplatz;Trier;Deutschland;6.6484168;49.7572113;OpenStreetMap;;
Parkplatz 452276330;Parkplatz;Trier;Deutschland;6.6481869;49.7568429;OpenStreetMap;;
Parkplatz 452504359;Parkplatz;Trier;Deutschland;6.6427872;49.7547211;OpenStreetMap;;
Parkplatz 452504381;Parkplatz;Trier;Deutschland;6.6431607;49.7547763;OpenStreetMap;;
Parkplatz 452627719;Parkplatz;Trier;Deutschland;6.6460091;49.7582365;OpenStreetMap;;
Parkplatz 453377238;Parkplatz;Trier;Deutschland;6.6510427;49.7606147;OpenStreetMap;;
Parkplatz 453386998;Parkplatz;Trier;Deutschland;6.6527925;49.7605152;OpenStreetMap;;
Parkplatz 453387000;Parkplatz;Trier;Deutschland;6.6525451;49.7605566;OpenStreetMap;;
Parkplatz 453560442;Parkplatz;Trier;Deutschland;6.6522483;49.7617025;OpenStreetMap;;
Parkplatz 453782507;Parkplatz;Trier;Deutschland;6.6507155;49.7604461;OpenStreetMap;;
Parkplatz 454016224;Parkplatz;Trier;Deutschland;6.6442126;49.7627685;OpenStreetMap;;
Parkplatz 454016236;Parkplatz;Trier;Deutschland;6.6437925;49.7624445;OpenStreetMap;;
Parkplatz 454026664;Parkplatz;Trier;Deutschland;6.6423145;49.7622026;OpenStreetMap;;
Parkplatz 454073389;Parkplatz;Trier;Deutschland;6.6440679;49.7645964;OpenStreetMap;;
Parkplatz 454116754;Parkplatz;Trier;Deutschland;6.6435457;49.7613957;OpenStreetMap;;
Parkhaus Porta Nigra;Parkplatz;Trier;Deutschland;6.6443945;49.7609659;OpenStreetMap;;fee: yes
Parkplatz 454331930;Parkplatz;Trier;Deutschland;6.6444681;49.7605518;OpenStreetMap;;fee: yes
Parkplatz 454523299;Parkplatz;Trier;Deutschland;6.6448835;49.7647588;OpenStreetMap;;
Parkplatz 454829680;Parkplatz;Trier;Deutschland;6.6435249;49.7647393;OpenStreetMap;;
Parkplatz 454834365;Parkplatz;Trier;Deutschland;6.6436332;49.7652764;OpenStreetMap;;
Parkplatz 454834366;Parkplatz;Trier;Deutschland;6.643878;49.7650826;OpenStreetMap;;
Parkplatz 454919026;Parkplatz;Trier;Deutschland;6.6424014;49.7659503;OpenStreetMap;;
Parkplatz 455102846;Parkplatz;Trier;Deutschland;6.6449748;49.7657987;OpenStreetMap;;
Parkplatz 455102893;Parkplatz;Trier;Deutschland;6.6447997;49.7661407;OpenStreetMap;;
Parkplatz 455102897;Parkplatz;Trier;Deutschland;6.6449534;49.7660188;OpenStreetMap;;
Parkplatz 455102900;Parkplatz;Trier;Deutschland;6.6451681;49.76585;OpenStreetMap;;
Parkplatz 455102903;Parkplatz;Trier;Deutschland;6.6453429;49.7657209;OpenStreetMap;;
Parkplatz 455132864;Parkplatz;Trier;Deutschland;6.6436257;49.7658392;OpenStreetMap;;
Parkplatz 455132876;Parkplatz;Trier;Deutschland;6.6442602;49.7663438;OpenStreetMap;;
Parkplatz 455137655;Parkplatz;Trier;Deutschland;6.6435881;49.7655239;OpenStreetMap;;
Parkplatz 455137666;Parkplatz;Trier;Deutschland;6.6435731;49.7656893;OpenStreetMap;;
Parkplatz 455161499;Parkplatz;Trier;Deutschland;6.6454953;49.7674472;OpenStreetMap;;
Parkplatz 455343582;Parkplatz;Trier;Deutschland;6.6453526;49.7672845;OpenStreetMap;;
Parkplatz 455544532;Parkplatz;Trier;Deutschland;6.6462309;49.7648488;OpenStreetMap;;
Parkplatz 455544533;Parkplatz;Trier;Deutschland;6.6461457;49.7648044;OpenStreetMap;;
Parkplatz 455929895;Parkplatz;Trier;Deutschland;6.6459099;49.7654289;OpenStreetMap;;fee: yes
Parkplatz 459622379;Parkplatz;Trier;Deutschland;6.651089;49.7709832;OpenStreetMap;;
Parkplatz 460534133;Parkplatz;Trier;Deutschland;6.6429403;49.7610898;OpenStreetMap;;
Parkplatz 460834385;Parkplatz;Trier;Deutschland;6.6493762;49.7643791;OpenStreetMap;;
Parkplatz 460901596;Parkplatz;Trier;Deutschland;6.6477097;49.7641041;OpenStreetMap;;
Parkplatz 460901598;Parkplatz;Trier;Deutschland;6.6489831;49.7631355;OpenStreetMap;;
Parkplatz 460921961;Parkplatz;Trier;Deutschland;6.6490085;49.7647565;OpenStreetMap;;
Parkplatz 460994622;Parkplatz;Trier;Deutschland;6.6465812;49.7619028;OpenStreetMap;;
Parkplatz 461220201;Parkplatz;Trier;Deutschland;6.6330218;49.7522344;OpenStreetMap;;
Parkplatz 461410131;Parkplatz;Trier;Deutschland;6.649215;49.7644915;OpenStreetMap;;
Parkplatz 461631671;Parkplatz;Trier;Deutschland;6.6394382;49.7526001;OpenStreetMap;;
Parkplatz 461707717;Parkplatz;Trier;Deutschland;6.6398991;49.7506057;OpenStreetMap;;
Parkplatz 461707721;Parkplatz;Trier;Deutschland;6.6400936;49.7505642;OpenStreetMap;;
Parkplatz 461709084;Parkplatz;Trier;Deutschland;6.6404523;49.7515116;OpenStreetMap;;capacity: 5
Parkplatz 461709277;Parkplatz;Trier;Deutschland;6.6401087;49.7509335;OpenStreetMap;;capacity: 8
Parkplatz 461724552;Parkplatz;Trier;Deutschland;6.642375;49.7523259;OpenStreetMap;;fee: yes
Angela-Merici-Gymnasium;Parkplatz;Trier;Deutschland;6.6393883;49.7502869;OpenStreetMap;Bischöfliches Angela-Merici-Gymnasium;"capacity: 30; fee: no"
Parkplatz 461948345;Parkplatz;Trier;Deutschland;6.6374299;49.7490672;OpenStreetMap;;"fee: yes; wheelchair: yes"
Parkplatz 461982280;Parkplatz;Trier;Deutschland;6.6392644;49.7474856;OpenStreetMap;;
Parkplatz 462199261;Parkplatz;Trier;Deutschland;6.6329232;49.7509843;OpenStreetMap;;
NORMA Kundenparkplatz;Parkplatz;Trier;Deutschland;6.6460687;49.7601333;OpenStreetMap;;fee: yes
Parkplatz 462438558;Parkplatz;Trier;Deutschland;6.6403673;49.7519514;OpenStreetMap;;
Parkplatz 462668260;Parkplatz;Trier;Deutschland;6.6382795;49.7542653;OpenStreetMap;;
Parkplatz 462668261;Parkplatz;Trier;Deutschland;6.6390942;49.7544314;OpenStreetMap;;
Parkplatz 462668262;Parkplatz;Trier;Deutschland;6.6379674;49.7543824;OpenStreetMap;;
Parkplatz 462668263;Parkplatz;Trier;Deutschland;6.6386297;49.7540489;OpenStreetMap;;
Parkplatz 462668264;Parkplatz;Trier;Deutschland;6.6385645;49.7539437;OpenStreetMap;;
Parkplatz 462668265;Parkplatz;Trier;Deutschland;6.6389796;49.7539793;OpenStreetMap;;
Parkplatz 462668266;Parkplatz;Trier;Deutschland;6.6390586;49.7541006;OpenStreetMap;;
Parkplatz 462668267;Parkplatz;Trier;Deutschland;6.6386949;49.7542834;OpenStreetMap;;
Parkplatz 462956240;Parkplatz;Trier;Deutschland;6.6413483;49.7579765;OpenStreetMap;;
Parkplatz 465252600;Parkplatz;Trier;Deutschland;6.651657;49.764781;OpenStreetMap;;
Parkplatz 465514523;Parkplatz;Trier;Deutschland;6.6530612;49.7632993;OpenStreetMap;;
Parkplatz 465514529;Parkplatz;Trier;Deutschland;6.6548778;49.7645115;OpenStreetMap;;
Parkplatz 465514532;Parkplatz;Trier;Deutschland;6.6545781;49.7643201;OpenStreetMap;;
Parkplatz 465528869;Parkplatz;Trier;Deutschland;6.6528817;49.7636026;OpenStreetMap;;
Parkplatz 465528871;Parkplatz;Trier;Deutschland;6.6526179;49.764195;OpenStreetMap;;
Parkplatz 465528872;Parkplatz;Trier;Deutschland;6.6527433;49.763845;OpenStreetMap;;
Parkplatz 465528874;Parkplatz;Trier;Deutschland;6.6520886;49.7635815;OpenStreetMap;;
Parkplatz 465619846;Parkplatz;Trier;Deutschland;6.6481635;49.7629253;OpenStreetMap;;
Parkplatz 465619853;Parkplatz;Trier;Deutschland;6.6481491;49.7631765;OpenStreetMap;;
Parkplatz 465619892;Parkplatz;Trier;Deutschland;6.6470645;49.7624616;OpenStreetMap;;
Parkplatz 465619902;Parkplatz;Trier;Deutschland;6.6481038;49.7623448;OpenStreetMap;;fee: no
Parkplatz 465619907;Parkplatz;Trier;Deutschland;6.6474542;49.7626592;OpenStreetMap;;
Parkplatz 466133385;Parkplatz;Trier;Deutschland;6.6367691;49.7507143;OpenStreetMap;;fee: yes
Parkplatz 466465683;Parkplatz;Trier;Deutschland;6.6340664;49.7598548;OpenStreetMap;;fee: yes
Parkplatz 466465685;Parkplatz;Trier;Deutschland;6.63441;49.7601749;OpenStreetMap;;"capacity: 120; fee: yes; wheelchair: yes"
Parkplatz 466465687;Parkplatz;Trier;Deutschland;6.6352106;49.7606951;OpenStreetMap;;"capacity: 50; fee: yes"
Parkplatz 466680975;Parkplatz;Trier;Deutschland;6.6379119;49.7597727;OpenStreetMap;;
Parkplatz 467263238;Parkplatz;Trier;Deutschland;6.6339274;49.7626651;OpenStreetMap;;
Polizeiwache Innenstadt;Parkplatz;Trier;Deutschland;6.634996;49.7570033;OpenStreetMap;Polizei Trier;fee: no
Parkplatz 467748480;Parkplatz;Trier;Deutschland;6.6290561;49.7498304;OpenStreetMap;;
Parkplatz 467804631;Parkplatz;Trier;Deutschland;6.632667;49.7499435;OpenStreetMap;;
Parkplatz 467822157;Parkplatz;Trier;Deutschland;6.6321603;49.749724;OpenStreetMap;;
Parkplatz 468099431;Parkplatz;Trier;Deutschland;6.6404177;49.7593758;OpenStreetMap;;
Parkplatz 468747308;Parkplatz;Trier;Deutschland;6.6392603;49.7601631;OpenStreetMap;;
Parkplatz 468778951;Parkplatz;Trier;Deutschland;6.6405825;49.7606493;OpenStreetMap;;
Parkplatz 469972039;Parkplatz;Trier;Deutschland;6.6275344;49.7322447;OpenStreetMap;;
Parkplatz 470053633;Parkplatz;Trier;Deutschland;6.6286058;49.7328;OpenStreetMap;;fee: no
Parkplatz 470053634;Parkplatz;Trier;Deutschland;6.6292502;49.7327934;OpenStreetMap;;fee: no
Parkplatz 470053635;Parkplatz;Trier;Deutschland;6.6297603;49.7328013;OpenStreetMap;;fee: no
Parkplatz 470053636;Parkplatz;Trier;Deutschland;6.6299235;49.7329411;OpenStreetMap;;fee: no
Parkplatz 470198925;Parkplatz;Trier;Deutschland;6.6284032;49.7331291;OpenStreetMap;;
Parkplatz 470202609;Parkplatz;Trier;Deutschland;6.6299097;49.7342318;OpenStreetMap;;fee: no
Parkplatz 470202620;Parkplatz;Trier;Deutschland;6.6295019;49.7338163;OpenStreetMap;;
Parkplatz 470210182;Parkplatz;Trier;Deutschland;6.6295255;49.7341038;OpenStreetMap;;
Parkplatz 470210184;Parkplatz;Trier;Deutschland;6.6288615;49.7345744;OpenStreetMap;;
Parkplatz 470213256;Parkplatz;Trier;Deutschland;6.6286277;49.7339035;OpenStreetMap;;
Parkplatz 470218482;Parkplatz;Trier;Deutschland;6.6329033;49.7341148;OpenStreetMap;;
Parkplatz 470241373;Parkplatz;Trier;Deutschland;6.6315307;49.7359666;OpenStreetMap;;
Parkplatz 470244935;Parkplatz;Trier;Deutschland;6.6318987;49.7340088;OpenStreetMap;;
Parkplatz 470244936;Parkplatz;Trier;Deutschland;6.6308868;49.7356524;OpenStreetMap;;
Parkplatz 470244937;Parkplatz;Trier;Deutschland;6.6318822;49.7352587;OpenStreetMap;;
Parkplatz 470652861;Parkplatz;Trier;Deutschland;6.6290073;49.736353;OpenStreetMap;;fee: no
Parkplatz 471541034;Parkplatz;Trier;Deutschland;6.6330044;49.7371095;OpenStreetMap;;
Parkplatz 471555836;Parkplatz;Trier;Deutschland;6.6581166;49.7272772;OpenStreetMap;;fee: no
Parkplatz 471896003;Parkplatz;Trier;Deutschland;6.6603706;49.7309757;OpenStreetMap;;
Parkplatz 472102584;Parkplatz;Trier;Deutschland;6.6601199;49.733184;OpenStreetMap;;fee: no
Parkplatz 472102585;Parkplatz;Trier;Deutschland;6.6602003;49.734428;OpenStreetMap;;fee: no
Parkplatz 472132978;Parkplatz;Trier;Deutschland;6.6602556;49.7317853;OpenStreetMap;;fee: no
Parkplatz 472132979;Parkplatz;Trier;Deutschland;6.660138;49.7325094;OpenStreetMap;;fee: no
Parkplatz 472644441;Parkplatz;Trier;Deutschland;6.6585102;49.7289794;OpenStreetMap;;fee: no
Parkplatz 472644442;Parkplatz;Trier;Deutschland;6.6591337;49.7295882;OpenStreetMap;;fee: no
Parkplatz 472644443;Parkplatz;Trier;Deutschland;6.659251;49.7308657;OpenStreetMap;;fee: no
Parkplatz 472644451;Parkplatz;Trier;Deutschland;6.659626;49.7302574;OpenStreetMap;;fee: no
Parkplatz 473375637;Parkplatz;Trier;Deutschland;6.655492;49.7278465;OpenStreetMap;;fee: no
Parkplatz 473400424;Parkplatz;Trier;Deutschland;6.6558503;49.730919;OpenStreetMap;;fee: no
Parkplatz 473415395;Parkplatz;Trier;Deutschland;6.6566742;49.7319176;OpenStreetMap;;fee: no
Parkplatz 473415397;Parkplatz;Trier;Deutschland;6.6568622;49.7316152;OpenStreetMap;;
Parkplatz 473418238;Parkplatz;Trier;Deutschland;6.6560719;49.7293221;OpenStreetMap;;fee: no
Parkplatz 475466534;Parkplatz;Trier;Deutschland;6.6413999;49.7622322;OpenStreetMap;Barmherzige Brüder Trier;fee: yes
Parkplatz 475713737;Parkplatz;Trier;Deutschland;6.635936;49.7453435;OpenStreetMap;;
Parkplatz 481362491;Parkplatz;Trier;Deutschland;6.6486177;49.7425419;OpenStreetMap;;
Parkplatz 482726461;Parkplatz;Trier;Deutschland;6.6316733;49.7397499;OpenStreetMap;;fee: no
Parkplatz 483197165;Parkplatz;Trier;Deutschland;6.6449278;49.7605681;OpenStreetMap;;
Parkplatz 490724557;Parkplatz;Trier;Deutschland;6.6348733;49.7431519;OpenStreetMap;;
Parkplatz 490724563;Parkplatz;Trier;Deutschland;6.6353958;49.7430859;OpenStreetMap;;
Parkplatz 490937634;Parkplatz;Trier;Deutschland;6.6378572;49.7452875;OpenStreetMap;;fee: no
Parkplatz 493044274;Parkplatz;Trier;Deutschland;6.63157;49.7422301;OpenStreetMap;;
Parkplatz 493097726;Parkplatz;Trier;Deutschland;6.6319068;49.7485;OpenStreetMap;;
Parkplatz 497682706;Parkplatz;Trier;Deutschland;6.6289109;49.7415481;OpenStreetMap;;
Parkplatz 499336181;Parkplatz;Trier;Deutschland;6.6414383;49.7615656;OpenStreetMap;;fee: yes
Parkplatz 499336182;Parkplatz;Trier;Deutschland;6.6421779;49.761678;OpenStreetMap;;
Parkplatz 499337293;Parkplatz;Trier;Deutschland;6.6429948;49.761502;OpenStreetMap;;
Parkplatz 500390573;Parkplatz;Trier;Deutschland;6.6327332;49.72625;OpenStreetMap;;fee: no
Parkplatz 500390574;Parkplatz;Trier;Deutschland;6.6317816;49.7263645;OpenStreetMap;;fee: no
Parkplatz 500390575;Parkplatz;Trier;Deutschland;6.6317934;49.726028;OpenStreetMap;;fee: no
Parkplatz 500390576;Parkplatz;Trier;Deutschland;6.6319804;49.7258731;OpenStreetMap;;fee: no
Parkplatz 500390577;Parkplatz;Trier;Deutschland;6.6320689;49.7257968;OpenStreetMap;;fee: no
Parkplatz 500390578;Parkplatz;Trier;Deutschland;6.6324029;49.7259615;OpenStreetMap;;fee: no
Parkplatz 500390579;Parkplatz;Trier;Deutschland;6.6323581;49.7260616;OpenStreetMap;;fee: no
Parkplatz 500463072;Parkplatz;Trier;Deutschland;6.6335793;49.7244798;OpenStreetMap;;fee: no
Parkplatz 500463073;Parkplatz;Trier;Deutschland;6.6333779;49.7243762;OpenStreetMap;;fee: no
Parkplatz 500463074;Parkplatz;Trier;Deutschland;6.6332256;49.7242978;OpenStreetMap;;fee: no
Parkplatz 500463077;Parkplatz;Trier;Deutschland;6.6328269;49.724255;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500638146;Parkplatz;Trier;Deutschland;6.6320717;49.7263046;OpenStreetMap;;fee: no
Parkplatz 500638147;Parkplatz;Trier;Deutschland;6.6320188;49.726349;OpenStreetMap;;fee: no
Parkplatz 500638151;Parkplatz;Trier;Deutschland;6.6321625;49.7262277;OpenStreetMap;;fee: no
Parkplatz 500638155;Parkplatz;Trier;Deutschland;6.6322155;49.7261834;OpenStreetMap;;fee: no
Parkplatz 500638157;Parkplatz;Trier;Deutschland;6.6323052;49.726106;OpenStreetMap;;fee: no
Parkplatz 500731145;Parkplatz;Trier;Deutschland;6.6344139;49.7249033;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500731146;Parkplatz;Trier;Deutschland;6.6340182;49.7247023;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778438;Parkplatz;Trier;Deutschland;6.633387;49.7245379;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500778439;Parkplatz;Trier;Deutschland;6.6336056;49.7246485;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500778442;Parkplatz;Trier;Deutschland;6.633496;49.7245941;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778445;Parkplatz;Trier;Deutschland;6.633266;49.7244768;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778448;Parkplatz;Trier;Deutschland;6.6331458;49.7244163;OpenStreetMap;;"capacity: 4; fee: no"
Parkplatz 500778451;Parkplatz;Trier;Deutschland;6.6330374;49.7243609;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500778455;Parkplatz;Trier;Deutschland;6.6329244;49.7243037;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500791139;Parkplatz;Trier;Deutschland;6.6327454;49.7249659;OpenStreetMap;;capacity: 4
Parkplatz 500791143;Parkplatz;Trier;Deutschland;6.6320866;49.7254164;OpenStreetMap;;"capacity: 3; fee: no"
Parkplatz 500791511;Parkplatz;Trier;Deutschland;6.6341419;49.7252428;OpenStreetMap;;fee: no
Parkplatz 500791512;Parkplatz;Trier;Deutschland;6.6339005;49.7251187;OpenStreetMap;;fee: no
Parkplatz 500791513;Parkplatz;Trier;Deutschland;6.6336397;49.7249846;OpenStreetMap;;fee: no
Parkplatz 500791514;Parkplatz;Trier;Deutschland;6.6333133;49.7248196;OpenStreetMap;;fee: no
Parkplatz 500791515;Parkplatz;Trier;Deutschland;6.6329298;49.7246255;OpenStreetMap;;fee: no
Parkplatz 500791516;Parkplatz;Trier;Deutschland;6.6326292;49.7244664;OpenStreetMap;;fee: no
Parkplatz 500908825;Parkplatz;Trier;Deutschland;6.631652;49.726156;OpenStreetMap;;fee: no
Parkplatz 500914504;Parkplatz;Trier;Deutschland;6.6315875;49.7259277;OpenStreetMap;;
Parkplatz 500914511;Parkplatz;Trier;Deutschland;6.6315804;49.7262575;OpenStreetMap;;fee: no
Parkplatz 503227843;Parkplatz;Trier;Deutschland;6.6325008;49.7410156;OpenStreetMap;;
Parkplatz 503966479;Parkplatz;Trier;Deutschland;6.6342;49.7389769;OpenStreetMap;;
Parkplatz 503966487;Parkplatz;Trier;Deutschland;6.6336334;49.7389338;OpenStreetMap;;fee: no
Parkplatz 503966488;Parkplatz;Trier;Deutschland;6.6330239;49.7388723;OpenStreetMap;;
Parkplatz 503966489;Parkplatz;Trier;Deutschland;6.6325329;49.7389408;OpenStreetMap;;"fee: no; wheelchair: yes"
Parkplatz 503966490;Parkplatz;Trier;Deutschland;6.6324417;49.7397732;OpenStreetMap;;fee: no
Parkplatz 508346411;Parkplatz;Trier;Deutschland;6.6758852;49.7538305;OpenStreetMap;;
Parkplatz 508346412;Parkplatz;Trier;Deutschland;6.6759704;49.7540951;OpenStreetMap;;
Parkplatz 509642080;Parkplatz;Trier;Deutschland;6.6442246;49.7586129;OpenStreetMap;;
Parkplatz 509699462;Parkplatz;Trier;Deutschland;6.650704;49.7592102;OpenStreetMap;;
Gärtnerei Melchisedech;Parkplatz;Trier;Deutschland;6.6367719;49.7642082;OpenStreetMap;Gärtnerei Melchisedech;
Parkplatz 515240657;Parkplatz;Trier;Deutschland;6.6297784;49.7456168;OpenStreetMap;;
Parkplatz 515647081;Parkplatz;Trier;Deutschland;6.6462034;49.7684253;OpenStreetMap;;
Parkplatz 516093360;Parkplatz;Trier;Deutschland;6.6441725;49.7660877;OpenStreetMap;;
Parkplatz 516093361;Parkplatz;Trier;Deutschland;6.6442613;49.7659976;OpenStreetMap;;
Parkplatz 518044064;Parkplatz;Trier;Deutschland;6.647602;49.7531735;OpenStreetMap;;
Kundenparkplatz Modehaus Marx;Parkplatz;Trier;Deutschland;6.6480907;49.753856;OpenStreetMap;;
Parkplatz 518378577;Parkplatz;Trier;Deutschland;6.6476787;49.754148;OpenStreetMap;;
Parkplatz 518378578;Parkplatz;Trier;Deutschland;6.6479868;49.7540339;OpenStreetMap;;
Parkplatz 518567447;Parkplatz;Trier;Deutschland;6.6481667;49.7552464;OpenStreetMap;;fee: no
Parkplatz 518567453;Parkplatz;Trier;Deutschland;6.6483109;49.7554136;OpenStreetMap;;fee: no
Parkplatz 518567457;Parkplatz;Trier;Deutschland;6.6478989;49.7543084;OpenStreetMap;;
Parkplatz 518614045;Parkplatz;Trier;Deutschland;6.6492704;49.7554733;OpenStreetMap;;
Parkplatz 518616982;Parkplatz;Trier;Deutschland;6.6486107;49.7556969;OpenStreetMap;;fee: no
Parkplatz 518992763;Parkplatz;Trier;Deutschland;6.6477798;49.7526803;OpenStreetMap;;
Parkplatz 518992764;Parkplatz;Trier;Deutschland;6.6470175;49.7526438;OpenStreetMap;;
Parkplatz 518992766;Parkplatz;Trier;Deutschland;6.6469208;49.753385;OpenStreetMap;;fee: no
Parkplatz 519027747;Parkplatz;Trier;Deutschland;6.6453196;49.7514047;OpenStreetMap;;
